Order Date,Order ID,Product,Purchase Address,Quantity Ordered,Price Each,Cost price
2019-02-24 10:44:00,157892,USB-C Charging Cable,"599 West St, San Francisco, CA 94016",1,11.95,5.975
2019-10-16 09:00:00,265450,AAA Batteries (4-pack),"115 Lake St, Boston, MA 02215",3,2.99,1.495
2019-08-19 13:32:00,247936,Apple Airpods Headphones,"449 Elm St, Seattle, WA 98101",1,150,97.5
2019-05-09 20:22:00,200747,Flatscreen TV,"1 Adams St, Boston, MA 02215",1,300,99
2019-09-19 20:10:00,256700,Wired Headphones,"209 10th St, San Francisco, CA 94016",1,11.99,5.995
2019-09-01 15:05:00,252806,Macbook Pro Laptop,"888 5th St, Los Angeles, CA 90001",1,1700,561
2019-04-30 14:46:00,188433,iPhone,"753 Washington St, Atlanta, GA 30301",1,700,231
2019-02-22 15:30:00,151771,Bose SoundSport Headphones,"220 Sunset St, Dallas, TX 75001",1,99.99,49.995
2019-09-23 11:25:00,248960,Wired Headphones,"444 Church St, Austin, TX 73301",1,11.99,5.995
2019-11-14 16:35:00,280722,Lightning Charging Cable,"811 North St, New York City, NY 10001",1,14.95,7.475
2019-08-12 15:43:00,246823,iPhone,"862 North St, San Francisco, CA 94016",1,700,231
2019-02-12 22:10:00,156739,USB-C Charging Cable,"372 Center St, Boston, MA 02215",1,11.95,5.975
2019-11-10 21:03:00,285852,20in Monitor,"534 Jackson St, San Francisco, CA 94016",1,109.99,71.4935
2019-07-20 21:04:00,229684,Lightning Charging Cable,"25 River St, Portland, OR 97035",1,14.95,7.475
2019-12-21 10:47:00,315194,Lightning Charging Cable,"549 Park St, Boston, MA 02215",1,14.95,7.475
2019-05-01 20:56:00,208291,Bose SoundSport Headphones,"374 5th St, San Francisco, CA 94016",1,99.99,49.995
2019-02-12 20:45:00,154784,27in 4K Gaming Monitor,"69 Ridge St, New York City, NY 10001",1,389.99,128.6967
2019-10-22 13:57:00,267212,Google Phone,"852 North St, San Francisco, CA 94016",1,600,198
2019-07-30 09:56:00,223666,AA Batteries (4-pack),"380 4th St, Portland, OR 97035",1,3.84,1.92
2019-08-12 07:50:00,246517,AAA Batteries (4-pack),"970 Jefferson St, Dallas, TX 75001",3,2.99,1.495
2019-05-14 16:43:00,201836,AA Batteries (4-pack),"631 9th St, Boston, MA 02215",2,3.84,1.92
2019-09-27 10:39:00,258743,AA Batteries (4-pack),"260 Elm St, San Francisco, CA 94016",1,3.84,1.92
2019-01-06 18:30:00,144843,Lightning Charging Cable,"109 South St, Dallas, TX 75001",2,14.95,7.475
2019-04-02 21:26:00,177285,20in Monitor,"947 Hickory St, San Francisco, CA 94016",1,109.99,71.4935
2019-06-23 14:14:00,217969,Apple Airpods Headphones,"503 Sunset St, San Francisco, CA 94016",1,150,97.5
2019-03-12 21:26:00,171789,Wired Headphones,"957 Park St, Boston, MA 02215",1,11.99,5.995
2019-07-11 00:33:00,233526,USB-C Charging Cable,"10 Hickory St, Los Angeles, CA 90001",1,11.95,5.975
2019-02-08 12:27:00,154914,20in Monitor,"902 Center St, Los Angeles, CA 90001",1,109.99,71.4935
2019-12-10 20:23:00,307677,Apple Airpods Headphones,"110 Jackson St, Los Angeles, CA 90001",1,150,97.5
2019-11-06 16:41:00,292259,AAA Batteries (4-pack),"378 Hill St, San Francisco, CA 94016",1,2.99,1.495
2019-01-29 21:06:00,148685,AA Batteries (4-pack),"525 14th St, San Francisco, CA 94016",1,3.84,1.92
2019-03-31 19:36:00,167054,Wired Headphones,"961 Jefferson St, Seattle, WA 98101",1,11.99,5.995
2019-04-22 09:02:00,179411,34in Ultrawide Monitor,"996 Lake St, Los Angeles, CA 90001",1,379.99,125.3967
2019-10-31 09:02:00,264956,ThinkPad Laptop,"580 7th St, New York City, NY 10001",1,999.99,329.9967
2019-01-12 19:07:00,144086,AAA Batteries (4-pack),"670 Main St, Los Angeles, CA 90001",1,2.99,1.495
2019-05-22 18:19:00,209569,Apple Airpods Headphones,"71 Park St, Los Angeles, CA 90001",1,150,97.5
2019-09-21 10:58:00,252478,Lightning Charging Cable,"472 Jackson St, New York City, NY 10001",1,14.95,7.475
2019-10-18 10:05:00,272188,Wired Headphones,"134 Elm St, Los Angeles, CA 90001",1,11.99,5.995
2019-04-29 12:02:00,191569,Wired Headphones,"517 Park St, Dallas, TX 75001",1,11.99,5.995
2019-04-24 12:44:00,192429,Flatscreen TV,"412 Wilson St, Seattle, WA 98101",1,300,99
2019-05-26 22:00:00,201916,Wired Headphones,"404 Cherry St, Boston, MA 02215",1,11.99,5.995
2019-08-18 21:40:00,241831,Lightning Charging Cable,"401 10th St, San Francisco, CA 94016",1,14.95,7.475
2019-05-08 17:24:00,207920,USB-C Charging Cable,"683 8th St, Seattle, WA 98101",1,11.95,5.975
2019-04-11 10:17:00,186183,USB-C Charging Cable,"673 1st St, Los Angeles, CA 90001",1,11.95,5.975
2019-08-04 05:30:00,245929,27in FHD Monitor,"918 Lake St, San Francisco, CA 94016",1,149.99,97.4935
2019-10-14 23:48:00,275732,AAA Batteries (4-pack),"103 Church St, Los Angeles, CA 90001",1,2.99,1.495
2019-05-20 01:57:00,194114,Wired Headphones,"857 River St, Atlanta, GA 30301",1,11.99,5.995
2019-09-09 17:31:00,251848,Lightning Charging Cable,"883 River St, San Francisco, CA 94016",1,14.95,7.475
2019-12-23 05:25:00,305747,USB-C Charging Cable,"261 7th St, Los Angeles, CA 90001",1,11.95,5.975
2019-03-04 06:01:00,165223,iPhone,"917 12th St, San Francisco, CA 94016",1,700,231
2019-11-12 21:55:00,286345,Bose SoundSport Headphones,"880 Chestnut St, New York City, NY 10001",1,99.99,49.995
2019-08-27 21:54:00,237799,Apple Airpods Headphones,"536 Maple St, San Francisco, CA 94016",1,150,97.5
2019-04-21 11:11:00,191036,Lightning Charging Cable,"17 Park St, Portland, OR 97035",1,14.95,7.475
2019-12-17 22:54:00,301236,Wired Headphones,"46 Park St, Los Angeles, CA 90001",1,11.99,5.995
2019-10-22 15:21:00,268234,USB-C Charging Cable,"822 11th St, Boston, MA 02215",1,11.95,5.975
2019-02-07 19:39:00,158760,Apple Airpods Headphones,"508 Jackson St, San Francisco, CA 94016",1,150,97.5
2019-11-10 08:39:00,295399,iPhone,"188 11th St, New York City, NY 10001",1,700,231
2019-11-03 19:45:00,283740,USB-C Charging Cable,"80 Main St, San Francisco, CA 94016",1,11.95,5.975
2019-12-05 21:18:00,316204,USB-C Charging Cable,"633 Forest St, San Francisco, CA 94016",1,11.95,5.975
2019-07-13 23:34:00,230128,27in 4K Gaming Monitor,"29 Johnson St, Seattle, WA 98101",1,389.99,128.6967
2019-08-29 11:07:00,239957,Apple Airpods Headphones,"926 7th St, Seattle, WA 98101",1,150,97.5
2019-12-07 21:10:00,299221,34in Ultrawide Monitor,"832 Chestnut St, San Francisco, CA 94016",1,379.99,125.3967
2019-03-10 19:58:00,169266,Google Phone,"182 Chestnut St, Dallas, TX 75001",1,600,198
2019-07-21 20:03:00,232404,Vareebadd Phone,"345 13th St, Atlanta, GA 30301",1,400,132
2019-11-09 22:41:00,289681,Macbook Pro Laptop,"447 South St, New York City, NY 10001",1,1700,561
2019-12-24 08:55:00,310188,Wired Headphones,"727 9th St, San Francisco, CA 94016",1,11.99,5.995
2019-04-04 11:34:00,183468,Google Phone,"179 Lincoln St, Los Angeles, CA 90001",1,600,198
2019-02-19 12:17:00,157995,AAA Batteries (4-pack),"682 North St, Dallas, TX 75001",1,2.99,1.495
2019-01-06 15:55:00,146798,Bose SoundSport Headphones,"133 Highland St, Boston, MA 02215",1,99.99,49.995
2019-08-12 21:12:00,241782,USB-C Charging Cable,"917 12th St, Austin, TX 73301",1,11.95,5.975
2019-11-03 00:00:00,279275,Bose SoundSport Headphones,"135 North St, Los Angeles, CA 90001",1,99.99,49.995
2019-01-12 18:07:00,143295,Google Phone,"382 Hickory St, San Francisco, CA 94016",1,600,198
2019-08-07 22:15:00,244525,AAA Batteries (4-pack),"474 6th St, San Francisco, CA 94016",1,2.99,1.495
2019-06-24 20:53:00,213878,AA Batteries (4-pack),"469 Lakeview St, Portland, OR 97035",2,3.84,1.92
2019-12-23 18:21:00,302459,27in 4K Gaming Monitor,"965 West St, Portland, OR 97035",1,389.99,128.6967
2019-10-23 22:01:00,271488,AAA Batteries (4-pack),"82 12th St, Los Angeles, CA 90001",1,2.99,1.495
2019-12-07 18:21:00,315313,AAA Batteries (4-pack),"804 Lakeview St, Los Angeles, CA 90001",1,2.99,1.495
2019-08-22 18:22:00,238263,AAA Batteries (4-pack),"8 13th St, Boston, MA 02215",1,2.99,1.495
2019-02-08 17:22:00,154943,AA Batteries (4-pack),"306 Church St, Dallas, TX 75001",1,3.84,1.92
2019-05-30 18:51:00,208318,AA Batteries (4-pack),"897 River St, San Francisco, CA 94016",1,3.84,1.92
2019-01-22 12:15:00,148094,Lightning Charging Cable,"703 Hill St, San Francisco, CA 94016",1,14.95,7.475
2019-09-12 17:42:00,252090,Apple Airpods Headphones,"742 14th St, Seattle, WA 98101",1,150,97.5
2019-11-07 20:22:00,287567,Lightning Charging Cable,"140 Dogwood St, Portland, ME 04101",1,14.95,7.475
2019-05-17 16:16:00,202204,AAA Batteries (4-pack),"148 6th St, New York City, NY 10001",1,2.99,1.495
2019-08-31 04:21:00,243076,Apple Airpods Headphones,"51 Highland St, San Francisco, CA 94016",1,150,97.5
2019-10-09 13:25:00,266554,34in Ultrawide Monitor,"229 5th St, New York City, NY 10001",1,379.99,125.3967
2019-07-24 17:58:00,229334,Lightning Charging Cable,"70 Lincoln St, Dallas, TX 75001",1,14.95,7.475
2019-10-14 09:56:00,277038,ThinkPad Laptop,"592 Spruce St, Boston, MA 02215",1,999.99,329.9967
2019-08-06 16:26:00,243555,LG Washing Machine,"294 Johnson St, Seattle, WA 98101",1,600,198
2019-10-25 19:57:00,275341,27in 4K Gaming Monitor,"349 Lincoln St, Dallas, TX 75001",1,389.99,128.6967
2019-05-25 22:01:00,196251,Apple Airpods Headphones,"723 Johnson St, Dallas, TX 75001",1,150,97.5
2019-04-23 19:20:00,187828,iPhone,"376 11th St, Atlanta, GA 30301",1,700,231
2019-04-07 23:10:00,176700,34in Ultrawide Monitor,"967 Walnut St, Dallas, TX 75001",1,379.99,125.3967
2019-12-11 20:19:00,308327,Lightning Charging Cable,"32 Jackson St, New York City, NY 10001",1,14.95,7.475
2019-02-07 15:55:00,157814,AA Batteries (4-pack),"417 Main St, Los Angeles, CA 90001",2,3.84,1.92
2019-08-21 15:22:00,241093,AA Batteries (4-pack),"208 West St, San Francisco, CA 94016",1,3.84,1.92
2019-04-27 12:42:00,189850,Macbook Pro Laptop,"710 Cedar St, New York City, NY 10001",1,1700,561
2019-10-28 15:06:00,275284,AA Batteries (4-pack),"572 Lake St, Seattle, WA 98101",2,3.84,1.92
2019-04-02 12:27:00,191654,34in Ultrawide Monitor,"78 Hill St, San Francisco, CA 94016",1,379.99,125.3967
2019-11-21 19:52:00,293865,Bose SoundSport Headphones,"492 Dogwood St, Los Angeles, CA 90001",1,99.99,49.995
2019-05-03 08:22:00,207422,Lightning Charging Cable,"589 Johnson St, Austin, TX 73301",1,14.95,7.475
2019-06-14 16:48:00,211616,AA Batteries (4-pack),"69 Dogwood St, San Francisco, CA 94016",1,3.84,1.92
2019-11-15 17:36:00,288870,Apple Airpods Headphones,"229 Willow St, Portland, OR 97035",1,150,97.5
2019-09-04 12:24:00,252552,AAA Batteries (4-pack),"470 Sunset St, New York City, NY 10001",1,2.99,1.495
2019-07-22 19:51:00,228103,Lightning Charging Cable,"789 Cherry St, Los Angeles, CA 90001",1,14.95,7.475
2019-02-01 19:49:00,151857,Google Phone,"959 Spruce St, Boston, MA 02215",1,600,198
2019-11-06 11:46:00,288271,USB-C Charging Cable,"29 Sunset St, San Francisco, CA 94016",1,11.95,5.975
2019-12-27 11:09:00,300087,34in Ultrawide Monitor,"325 8th St, Seattle, WA 98101",1,379.99,125.3967
2019-08-12 15:13:00,239933,20in Monitor,"204 8th St, San Francisco, CA 94016",1,109.99,71.4935
2019-06-25 07:56:00,211412,AA Batteries (4-pack),"837 Lake St, Dallas, TX 75001",2,3.84,1.92
2019-11-29 13:11:00,283059,Wired Headphones,"51 4th St, San Francisco, CA 94016",1,11.99,5.995
2019-01-05 17:49:00,143386,AAA Batteries (4-pack),"741 River St, Atlanta, GA 30301",2,2.99,1.495
2019-03-23 20:52:00,168764,Bose SoundSport Headphones,"961 North St, Dallas, TX 75001",1,99.99,49.995
2019-12-17 18:55:00,317597,27in FHD Monitor,"180 Elm St, Boston, MA 02215",1,149.99,97.4935
2019-06-24 17:50:00,217967,AAA Batteries (4-pack),"183 Spruce St, San Francisco, CA 94016",1,2.99,1.495
2019-07-22 07:37:00,230203,Lightning Charging Cable,"70 7th St, Portland, OR 97035",1,14.95,7.475
2019-12-06 21:22:00,304356,ThinkPad Laptop,"810 Hill St, Dallas, TX 75001",1,999.99,329.9967
2019-11-12 11:58:00,292354,20in Monitor,"98 Lake St, Portland, OR 97035",1,109.99,71.4935
2019-10-24 19:55:00,262750,Lightning Charging Cable,"231 8th St, Los Angeles, CA 90001",1,14.95,7.475
2019-01-09 08:28:00,141267,Apple Airpods Headphones,"649 Sunset St, Los Angeles, CA 90001",1,150,97.5
2019-01-29 18:07:00,141497,Wired Headphones,"139 Church St, Atlanta, GA 30301",1,11.99,5.995
2019-12-08 13:03:00,305044,AA Batteries (4-pack),"632 Hill St, Dallas, TX 75001",1,3.84,1.92
2019-03-07 14:55:00,168777,Lightning Charging Cable,"247 Pine St, San Francisco, CA 94016",1,14.95,7.475
2019-01-06 16:54:00,141394,iPhone,"534 12th St, San Francisco, CA 94016",1,700,231
2019-07-06 10:37:00,233079,Apple Airpods Headphones,"433 Park St, New York City, NY 10001",1,150,97.5
2019-12-22 13:25:00,314681,USB-C Charging Cable,"698 Wilson St, New York City, NY 10001",1,11.95,5.975
2019-01-09 21:58:00,149295,27in 4K Gaming Monitor,"673 Dogwood St, New York City, NY 10001",1,389.99,128.6967
2019-03-09 22:39:00,162042,USB-C Charging Cable,"661 7th St, San Francisco, CA 94016",1,11.95,5.975
2019-01-11 21:13:00,141782,27in FHD Monitor,"353 4th St, San Francisco, CA 94016",1,149.99,97.4935
2019-07-12 15:59:00,228888,USB-C Charging Cable,"785 Hickory St, New York City, NY 10001",1,11.95,5.975
2019-03-10 00:52:00,168768,27in FHD Monitor,"474 Madison St, Los Angeles, CA 90001",1,149.99,97.4935
2019-04-23 01:20:00,183645,AA Batteries (4-pack),"245 Lake St, Atlanta, GA 30301",1,3.84,1.92
2019-05-18 10:59:00,208630,Apple Airpods Headphones,"484 River St, New York City, NY 10001",1,150,97.5
2019-10-10 16:49:00,275994,Apple Airpods Headphones,"237 Walnut St, Portland, OR 97035",1,150,97.5
2019-12-30 17:04:00,305139,20in Monitor,"132 Jackson St, San Francisco, CA 94016",1,109.99,71.4935
2019-08-18 10:49:00,240789,27in 4K Gaming Monitor,"914 7th St, New York City, NY 10001",1,389.99,128.6967
2019-02-14 23:15:00,156836,AAA Batteries (4-pack),"18 4th St, Seattle, WA 98101",1,2.99,1.495
2019-02-16 17:26:00,150923,AAA Batteries (4-pack),"410 Lakeview St, Los Angeles, CA 90001",2,2.99,1.495
2019-12-24 23:41:00,316254,LG Washing Machine,"614 Johnson St, Boston, MA 02215",1,600,198
2019-10-23 18:37:00,271529,27in FHD Monitor,"109 Spruce St, Los Angeles, CA 90001",1,149.99,97.4935
2019-08-23 17:51:00,247239,USB-C Charging Cable,"935 Jefferson St, New York City, NY 10001",1,11.95,5.975
2019-03-12 13:29:00,164245,34in Ultrawide Monitor,"447 Cedar St, San Francisco, CA 94016",1,379.99,125.3967
2019-10-06 12:34:00,260905,AA Batteries (4-pack),"247 West St, Dallas, TX 75001",2,3.84,1.92
2019-08-06 19:57:00,247612,Wired Headphones,"419 11th St, Los Angeles, CA 90001",1,11.99,5.995
2019-04-30 16:18:00,180319,ThinkPad Laptop,"13 Dogwood St, Boston, MA 02215",1,999.99,329.9967
2019-05-13 18:08:00,207578,AAA Batteries (4-pack),"101 6th St, Boston, MA 02215",1,2.99,1.495
2019-04-21 20:03:00,181538,27in 4K Gaming Monitor,"676 Jackson St, Los Angeles, CA 90001",1,389.99,128.6967
2019-11-24 20:28:00,293431,Lightning Charging Cable,"83 Hill St, Seattle, WA 98101",1,14.95,7.475
2019-04-03 10:19:00,185104,Lightning Charging Cable,"463 Sunset St, San Francisco, CA 94016",1,14.95,7.475
2019-06-26 17:33:00,216849,USB-C Charging Cable,"206 North St, Seattle, WA 98101",1,11.95,5.975
2019-12-01 17:56:00,317314,Lightning Charging Cable,"848 Spruce St, San Francisco, CA 94016",1,14.95,7.475
2019-02-14 16:54:00,151423,27in FHD Monitor,"286 Maple St, San Francisco, CA 94016",1,149.99,97.4935
2019-09-13 12:53:00,249494,AA Batteries (4-pack),"426 Pine St, San Francisco, CA 94016",1,3.84,1.92
2019-09-30 06:42:00,252759,AA Batteries (4-pack),"7 Lincoln St, San Francisco, CA 94016",1,3.84,1.92
2019-10-13 17:27:00,261318,Bose SoundSport Headphones,"700 Walnut St, San Francisco, CA 94016",1,99.99,49.995
2019-05-10 22:45:00,207993,AAA Batteries (4-pack),"401 14th St, Dallas, TX 75001",3,2.99,1.495
2019-10-17 20:28:00,272702,Flatscreen TV,"677 Forest St, San Francisco, CA 94016",1,300,99
2019-02-07 14:52:00,155264,USB-C Charging Cable,"74 5th St, San Francisco, CA 94016",1,11.95,5.975
2019-05-15 19:33:00,197109,Macbook Pro Laptop,"803 11th St, Atlanta, GA 30301",1,1700,561
2019-06-01 00:18:00,196072,Lightning Charging Cable,"594 Willow St, San Francisco, CA 94016",1,14.95,7.475
2019-09-21 20:34:00,254198,Lightning Charging Cable,"514 Hill St, Los Angeles, CA 90001",1,14.95,7.475
2019-01-21 09:08:00,145019,USB-C Charging Cable,"985 10th St, San Francisco, CA 94016",1,11.95,5.975
2019-11-04 12:50:00,292189,Bose SoundSport Headphones,"423 South St, Boston, MA 02215",1,99.99,49.995
2019-03-19 13:58:00,168953,AAA Batteries (4-pack),"675 Willow St, Los Angeles, CA 90001",1,2.99,1.495
2019-06-01 23:37:00,217168,AAA Batteries (4-pack),"70 6th St, New York City, NY 10001",1,2.99,1.495
2019-06-11 06:53:00,219697,AA Batteries (4-pack),"369 South St, New York City, NY 10001",5,3.84,1.92
2019-03-10 22:32:00,162118,iPhone,"888 13th St, San Francisco, CA 94016",1,700,231
2019-08-26 13:49:00,244286,USB-C Charging Cable,"659 Spruce St, Dallas, TX 75001",1,11.95,5.975
2019-12-13 16:16:00,306081,AA Batteries (4-pack),"521 5th St, San Francisco, CA 94016",1,3.84,1.92
2019-05-28 23:08:00,204675,Flatscreen TV,"601 9th St, San Francisco, CA 94016",1,300,99
2019-05-29 20:38:00,204435,Vareebadd Phone,"902 8th St, Seattle, WA 98101",1,400,132
2019-11-27 22:46:00,281106,Apple Airpods Headphones,"905 13th St, New York City, NY 10001",1,150,97.5
2019-11-19 00:35:00,287796,Lightning Charging Cable,"686 8th St, Atlanta, GA 30301",1,14.95,7.475
2019-04-01 20:35:00,190512,Lightning Charging Cable,"360 5th St, Dallas, TX 75001",1,14.95,7.475
2019-04-28 19:25:00,181102,Macbook Pro Laptop,"895 North St, Los Angeles, CA 90001",1,1700,561
2019-09-24 14:36:00,248224,AAA Batteries (4-pack),"523 Wilson St, New York City, NY 10001",2,2.99,1.495
2019-03-23 20:39:00,172171,Flatscreen TV,"3 Ridge St, San Francisco, CA 94016",1,300,99
2019-05-26 16:23:00,196621,Apple Airpods Headphones,"501 Forest St, Atlanta, GA 30301",1,150,97.5
2019-10-30 01:02:00,268297,Wired Headphones,"989 Johnson St, New York City, NY 10001",1,11.99,5.995
2019-10-29 13:51:00,268769,Apple Airpods Headphones,"527 11th St, Dallas, TX 75001",1,150,97.5
2019-12-16 19:40:00,315647,20in Monitor,"714 Johnson St, San Francisco, CA 94016",1,109.99,71.4935
2019-06-23 23:30:00,215805,AA Batteries (4-pack),"157 Spruce St, Los Angeles, CA 90001",1,3.84,1.92
2019-10-13 22:45:00,260999,Wired Headphones,"308 14th St, San Francisco, CA 94016",1,11.99,5.995
2019-12-16 15:04:00,304237,USB-C Charging Cable,"475 12th St, New York City, NY 10001",1,11.95,5.975
2019-04-23 18:11:00,184388,27in 4K Gaming Monitor,"492 11th St, Los Angeles, CA 90001",1,389.99,128.6967
2019-02-25 12:07:00,151172,Wired Headphones,"618 Walnut St, Austin, TX 73301",1,11.99,5.995
2019-11-27 12:07:00,284035,Bose SoundSport Headphones,"663 1st St, Los Angeles, CA 90001",1,99.99,49.995
2019-10-13 20:31:00,277387,Wired Headphones,"152 Hickory St, Portland, OR 97035",1,11.99,5.995
2019-03-15 18:04:00,173944,AA Batteries (4-pack),"715 Cherry St, Atlanta, GA 30301",1,3.84,1.92
2019-12-04 12:50:00,311009,Wired Headphones,"353 South St, Los Angeles, CA 90001",1,11.99,5.995
2019-12-17 07:09:00,318407,Lightning Charging Cable,"240 Johnson St, San Francisco, CA 94016",1,14.95,7.475
2019-08-29 13:47:00,243042,Macbook Pro Laptop,"374 13th St, Dallas, TX 75001",1,1700,561
2019-11-29 21:05:00,287524,20in Monitor,"698 Walnut St, San Francisco, CA 94016",1,109.99,71.4935
2019-06-24 21:24:00,215913,USB-C Charging Cable,"293 4th St, Boston, MA 02215",1,11.95,5.975
2019-07-11 19:47:00,232659,AA Batteries (4-pack),"252 14th St, Boston, MA 02215",1,3.84,1.92
2019-12-11 16:38:00,301131,Bose SoundSport Headphones,"525 4th St, Atlanta, GA 30301",1,99.99,49.995
2019-12-21 20:10:00,307254,Lightning Charging Cable,"922 River St, San Francisco, CA 94016",1,14.95,7.475
2019-08-31 20:46:00,237558,Macbook Pro Laptop,"714 Lakeview St, Atlanta, GA 30301",1,1700,561
2019-02-21 21:12:00,156893,Apple Airpods Headphones,"97 Johnson St, Boston, MA 02215",1,150,97.5
2019-12-16 04:13:00,313766,Lightning Charging Cable,"567 West St, San Francisco, CA 94016",1,14.95,7.475
2019-10-26 17:47:00,276519,Wired Headphones,"763 North St, Seattle, WA 98101",1,11.99,5.995
2019-10-31 09:08:00,265120,Vareebadd Phone,"386 Church St, Los Angeles, CA 90001",1,400,132
2019-05-01 11:54:00,204100,AA Batteries (4-pack),"567 Hickory St, San Francisco, CA 94016",1,3.84,1.92
2019-11-14 13:00:00,291823,27in 4K Gaming Monitor,"96 Main St, New York City, NY 10001",1,389.99,128.6967
2019-06-22 19:11:00,213428,27in FHD Monitor,"25 Park St, San Francisco, CA 94016",1,149.99,97.4935
2019-04-16 08:26:00,181416,AA Batteries (4-pack),"387 Lake St, New York City, NY 10001",1,3.84,1.92
2019-10-11 18:34:00,276562,Wired Headphones,"418 10th St, Los Angeles, CA 90001",1,11.99,5.995
2019-10-28 21:36:00,271278,27in 4K Gaming Monitor,"392 Highland St, San Francisco, CA 94016",1,389.99,128.6967
2019-04-30 17:01:00,187181,Flatscreen TV,"627 5th St, Boston, MA 02215",1,300,99
2019-01-25 19:05:00,143622,AA Batteries (4-pack),"686 9th St, Dallas, TX 75001",1,3.84,1.92
2019-02-06 09:44:00,156808,ThinkPad Laptop,"482 Dogwood St, San Francisco, CA 94016",1,999.99,329.9967
2019-04-10 13:37:00,183826,27in 4K Gaming Monitor,"908 4th St, Seattle, WA 98101",1,389.99,128.6967
2019-06-15 15:08:00,213245,AA Batteries (4-pack),"185 River St, Los Angeles, CA 90001",1,3.84,1.92
2019-03-01 21:33:00,162014,USB-C Charging Cable,"10 13th St, San Francisco, CA 94016",1,11.95,5.975
2019-11-17 18:53:00,285914,AAA Batteries (4-pack),"252 14th St, New York City, NY 10001",1,2.99,1.495
2019-02-25 14:37:00,151291,Lightning Charging Cable,"178 Sunset St, Los Angeles, CA 90001",1,14.95,7.475
2019-12-21 14:46:00,314114,AAA Batteries (4-pack),"14 11th St, New York City, NY 10001",1,2.99,1.495
2019-07-25 20:42:00,227112,Wired Headphones,"70 Washington St, Dallas, TX 75001",1,11.99,5.995
2019-09-08 21:11:00,253703,Lightning Charging Cable,"192 Cherry St, San Francisco, CA 94016",1,14.95,7.475
2019-11-30 22:07:00,283123,AA Batteries (4-pack),"990 Hickory St, Los Angeles, CA 90001",1,3.84,1.92
2019-03-16 13:36:00,175835,Lightning Charging Cable,"257 Jackson St, New York City, NY 10001",1,14.95,7.475
2019-06-20 13:22:00,215729,Apple Airpods Headphones,"163 Washington St, Los Angeles, CA 90001",1,150,97.5
2019-11-11 00:01:00,279256,Apple Airpods Headphones,"116 Wilson St, Atlanta, GA 30301",1,150,97.5
2019-06-05 11:59:00,222384,Macbook Pro Laptop,"74 8th St, San Francisco, CA 94016",1,1700,561
2019-04-07 20:47:00,193303,AAA Batteries (4-pack),"258 Meadow St, Los Angeles, CA 90001",2,2.99,1.495
2019-03-11 19:34:00,173029,Google Phone,"566 Lakeview St, Los Angeles, CA 90001",1,600,198
2019-04-05 23:04:00,190691,Flatscreen TV,"291 Jackson St, New York City, NY 10001",1,300,99
2019-10-28 09:53:00,278129,Apple Airpods Headphones,"266 5th St, Seattle, WA 98101",1,150,97.5
2019-02-20 13:28:00,153479,AAA Batteries (4-pack),"920 14th St, Atlanta, GA 30301",1,2.99,1.495
2019-07-07 19:48:00,236618,AA Batteries (4-pack),"229 13th St, San Francisco, CA 94016",1,3.84,1.92
2019-04-19 02:52:00,189536,Wired Headphones,"659 11th St, Boston, MA 02215",1,11.99,5.995
2019-09-08 11:37:00,258839,AAA Batteries (4-pack),"708 Walnut St, San Francisco, CA 94016",1,2.99,1.495
2019-06-26 22:50:00,214215,Bose SoundSport Headphones,"843 Cherry St, Los Angeles, CA 90001",1,99.99,49.995
2019-05-26 16:27:00,200712,AA Batteries (4-pack),"321 5th St, New York City, NY 10001",1,3.84,1.92
2019-10-17 10:06:00,262149,Google Phone,"274 Maple St, Dallas, TX 75001",1,600,198
2019-09-14 09:36:00,251533,USB-C Charging Cable,"8 Highland St, San Francisco, CA 94016",1,11.95,5.975
2019-05-03 08:12:00,205834,ThinkPad Laptop,"897 Hickory St, Atlanta, GA 30301",1,999.99,329.9967
2019-12-07 12:10:00,313901,USB-C Charging Cable,"812 Church St, Boston, MA 02215",1,11.95,5.975
2019-03-18 14:23:00,169247,AA Batteries (4-pack),"713 5th St, Los Angeles, CA 90001",1,3.84,1.92
2019-10-23 23:44:00,263397,ThinkPad Laptop,"953 Madison St, Atlanta, GA 30301",1,999.99,329.9967
2019-12-25 19:32:00,302665,USB-C Charging Cable,"871 South St, San Francisco, CA 94016",1,11.95,5.975
2019-08-03 20:54:00,241304,Bose SoundSport Headphones,"767 Willow St, San Francisco, CA 94016",1,99.99,49.995
2019-04-06 19:08:00,185862,Lightning Charging Cable,"998 Lake St, San Francisco, CA 94016",1,14.95,7.475
2019-02-19 10:08:00,155155,Lightning Charging Cable,"729 Washington St, Austin, TX 73301",1,14.95,7.475
2019-05-26 14:24:00,201972,USB-C Charging Cable,"788 Maple St, Boston, MA 02215",1,11.95,5.975
2019-10-16 17:32:00,260109,Wired Headphones,"933 Dogwood St, New York City, NY 10001",1,11.99,5.995
2019-06-16 09:47:00,218426,Bose SoundSport Headphones,"281 Adams St, New York City, NY 10001",1,99.99,49.995
2019-08-09 17:37:00,240029,USB-C Charging Cable,"274 Cedar St, Boston, MA 02215",1,11.95,5.975
2019-04-06 09:03:00,193912,34in Ultrawide Monitor,"230 Washington St, New York City, NY 10001",1,379.99,125.3967
2019-04-17 11:39:00,191311,Lightning Charging Cable,"622 Main St, Seattle, WA 98101",1,14.95,7.475
